providerField,canonicalKey,acquisitionSurface,providerTimestamp,synqReceivedAt,requestStartedAt,requestCompletedAt,sequenceNumber,numericValue,rawValueJson,physicalSampleFingerprint,requestedInterval,requestedAggregation,aggregateBucketIdentity,hfWindowFrom,hfWindowTo,hfActualQueryTo,acquisitionOrdinal
speed,CAN_VEHICLE_SPEED,LATEST_LIVE,2026-09-02T19:00:18.000Z,2026-09-02T19:02:56.638Z,2026-09-02T19:02:56.365Z,2026-09-02T19:02:56.638Z,402,1,"{""value"":1,""timestamp"":""2026-09-02T19:00:18Z""}",,,,,,,,262
speed,CAN_VEHICLE_SPEED,LATEST_LIVE,2026-09-02T19:00:18.000Z,2026-09-02T19:03:02.397Z,2026-09-02T19:03:02.121Z,2026-09-02T19:03:02.397Z,407,1,"{""value"":1,""timestamp"":""2026-09-02T19:00:18Z""}",,,,,,,,267
speed,CAN_VEHICLE_SPEED,LATEST_LIVE,2026-09-02T19:00:18.000Z,2026-09-02T19:03:08.475Z,2026-09-02T19:03:07.953Z,2026-09-02T19:03:08.475Z,412,1,"{""value"":1,""timestamp"":""2026-09-02T19:00:18Z""}",,,,,,,,272
speed,CAN_VEHICLE_SPEED,LATEST_LIVE,2026-09-02T19:00:18.000Z,2026-09-02T19:03:14.327Z,2026-09-02T19:03:14.077Z,2026-09-02T19:03:14.327Z,417,1,"{""value"":1,""timestamp"":""2026-09-02T19:00:18Z""}",,,,,,,,277
speed,CAN_VEHICLE_SPEED,LATEST_LIVE,2026-09-02T19:00:18.000Z,2026-09-02T19:03:20.417Z,2026-09-02T19:03:20.133Z,2026-09-02T19:03:20.417Z,422,1,"{""value"":1,""timestamp"":""2026-09-02T19:00:18Z""}",,,,,,,,282
speed,CAN_VEHICLE_SPEED,LATEST_LIVE,2026-09-02T19:00:18.000Z,2026-09-02T19:03:26.994Z,2026-09-02T19:03:26.754Z,2026-09-02T19:03:26.994Z,453,1,"{""value"":1,""timestamp"":""2026-09-02T19:00:18Z""}",,,,,,,,293
speed,CAN_VEHICLE_SPEED,LATEST_LIVE,2026-09-02T19:03:24.000Z,2026-09-02T19:03:33.385Z,2026-09-02T19:03:32.510Z,2026-09-02T19:03:33.385Z,458,49,"{""value"":49,""timestamp"":""2026-09-02T19:03:24Z""}",,,,,,,,298
speed,CAN_VEHICLE_SPEED,LATEST_LIVE,2026-09-02T19:03:24.000Z,2026-09-02T19:03:39.521Z,2026-09-02T19:03:39.031Z,2026-09-02T19:03:39.521Z,463,49,"{""value"":49,""timestamp"":""2026-09-02T19:03:24Z""}",,,,,,,,303
speed,CAN_VEHICLE_SPEED,LATEST_LIVE,2026-09-02T19:03:41.000Z,2026-09-02T19:03:45.421Z,2026-09-02T19:03:45.176Z,2026-09-02T19:03:45.421Z,468,10,"{""value"":10,""timestamp"":""2026-09-02T19:03:41Z""}",,,,,,,,308
speed,CAN_VEHICLE_SPEED,HF_HISTORICAL,2026-09-02T19:03:39.522Z,2026-09-02T19:03:45.616Z,2026-09-02T19:03:45.423Z,2026-09-02T19:03:45.616Z,473,40,40,249f69fd757e9d8a8be37e95c680bad75795dd83b95d1c6b6f26b7eb9bd960ed,1s,AVG,249f69fd757e9d8a8be37e95c680bad75795dd83b95d1c6b6f26b7eb9bd960ed,2026-09-02T19:03:37.522Z,2026-09-02T19:03:45.423Z,2026-09-02T19:03:45.423Z,313
speed,CAN_VEHICLE_SPEED,HF_HISTORICAL,2026-09-02T19:03:40.522Z,2026-09-02T19:03:45.616Z,2026-09-02T19:03:45.423Z,2026-09-02T19:03:45.616Z,478,10,10,12b4ad00f422bd9e13999105ba42c9e9a37791fbd9caf0b5e53f04a8aab86481,1s,AVG,12b4ad00f422bd9e13999105ba42c9e9a37791fbd9caf0b5e53f04a8aab86481,2026-09-02T19:03:37.522Z,2026-09-02T19:03:45.423Z,2026-09-02T19:03:45.423Z,318
speed,CAN_VEHICLE_SPEED,LATEST_LIVE,2026-09-02T19:03:46.000Z,2026-09-02T19:03:51.189Z,2026-09-02T19:03:50.897Z,2026-09-02T19:03:51.189Z,483,17,"{""value"":17,""timestamp"":""2026-09-02T19:03:46Z""}",,,,,,,,323
speed,CAN_VEHICLE_SPEED,HF_HISTORICAL,2026-09-02T19:03:44.423Z,2026-09-02T19:03:51.378Z,2026-09-02T19:03:51.190Z,2026-09-02T19:03:51.378Z,488,10,10,ee5c058fb70dce30c919c198248feda1f1b6751b09f7e69aa880c6e77e256595,1s,AVG,ee5c058fb70dce30c919c198248feda1f1b6751b09f7e69aa880c6e77e256595,2026-09-02T19:03:43.423Z,2026-09-02T19:03:51.190Z,2026-09-02T19:03:51.190Z,328
speed,CAN_VEHICLE_SPEED,HF_HISTORICAL,2026-09-02T19:03:45.423Z,2026-09-02T19:03:51.378Z,2026-09-02T19:03:51.190Z,2026-09-02T19:03:51.378Z,493,17,17,5aa284397f13f650749a618311e6e4171df3e011cd55cb8c9e7d6f3279db9de6,1s,AVG,5aa284397f13f650749a618311e6e4171df3e011cd55cb8c9e7d6f3279db9de6,2026-09-02T19:03:43.423Z,2026-09-02T19:03:51.190Z,2026-09-02T19:03:51.190Z,333
speed,CAN_VEHICLE_SPEED,LATEST_LIVE,2026-09-02T19:03:53.000Z,2026-09-02T19:03:56.904Z,2026-09-02T19:03:56.660Z,2026-09-02T19:03:56.904Z,498,63,"{""value"":63,""timestamp"":""2026-09-02T19:03:53Z""}",,,,,,,,338
