providerField,canonicalKey,acquisitionSurface,providerTimestamp,synqReceivedAt,requestStartedAt,requestCompletedAt,sequenceNumber,numericValue,rawValueJson,physicalSampleFingerprint,requestedInterval,requestedAggregation,aggregateBucketIdentity,hfWindowFrom,hfWindowTo,hfActualQueryTo,acquisitionOrdinal
powertrainTransmissionActualGear,CAN_TRANSMISSION_ACTUAL_GEAR,LATEST_SLOW,2026-09-02T19:29:49.000Z,2026-09-02T19:29:53.789Z,2026-09-02T19:29:53.476Z,2026-09-02T19:29:53.789Z,5317,5,"{""value"":5,""timestamp"":""2026-09-02T19:29:49Z""}",,,,,,,,4278
powertrainTransmissionActualGear,CAN_TRANSMISSION_ACTUAL_GEAR,LATEST_SLOW,2026-09-02T19:30:26.000Z,2026-09-02T19:30:29.008Z,2026-09-02T19:30:28.747Z,2026-09-02T19:30:29.008Z,5453,1,"{""value"":1,""timestamp"":""2026-09-02T19:30:26Z""}",,,,,,,,4394
powertrainTransmissionActualGear,CAN_TRANSMISSION_ACTUAL_GEAR,LATEST_SLOW,2026-09-02T19:31:01.000Z,2026-09-02T19:31:04.636Z,2026-09-02T19:31:04.398Z,2026-09-02T19:31:04.636Z,5554,3,"{""value"":3,""timestamp"":""2026-09-02T19:31:01Z""}",,,,,,,,4475
powertrainTransmissionActualGear,CAN_TRANSMISSION_ACTUAL_GEAR,LATEST_SLOW,2026-09-02T19:31:36.000Z,2026-09-02T19:31:40.807Z,2026-09-02T19:31:40.487Z,2026-09-02T19:31:40.807Z,5715,2,"{""value"":2,""timestamp"":""2026-09-02T19:31:36Z""}",,,,,,,,4616
powertrainTransmissionActualGear,CAN_TRANSMISSION_ACTUAL_GEAR,LATEST_SLOW,2026-09-02T19:32:15.000Z,2026-09-02T19:32:18.821Z,2026-09-02T19:32:18.603Z,2026-09-02T19:32:18.821Z,5831,1,"{""value"":1,""timestamp"":""2026-09-02T19:32:15Z""}",,,,,,,,4712
powertrainTransmissionActualGear,CAN_TRANSMISSION_ACTUAL_GEAR,LATEST_SLOW,2026-09-02T19:32:15.000Z,2026-09-02T19:32:53.686Z,2026-09-02T19:32:53.494Z,2026-09-02T19:32:53.686Z,5887,1,"{""value"":1,""timestamp"":""2026-09-02T19:32:15Z""}",,,,,,,,4748
powertrainTransmissionActualGear,CAN_TRANSMISSION_ACTUAL_GEAR,LATEST_SLOW,2026-09-02T19:32:15.000Z,2026-09-02T19:33:28.761Z,2026-09-02T19:33:28.521Z,2026-09-02T19:33:28.761Z,5943,1,"{""value"":1,""timestamp"":""2026-09-02T19:32:15Z""}",,,,,,,,4784
powertrainTransmissionActualGear,CAN_TRANSMISSION_ACTUAL_GEAR,LATEST_SLOW,2026-09-02T19:32:15.000Z,2026-09-02T19:34:04.297Z,2026-09-02T19:34:03.993Z,2026-09-02T19:34:04.297Z,5999,1,"{""value"":1,""timestamp"":""2026-09-02T19:32:15Z""}",,,,,,,,4820
powertrainTransmissionActualGear,CAN_TRANSMISSION_ACTUAL_GEAR,LATEST_SLOW,2026-09-02T19:34:20.000Z,2026-09-02T19:34:40.198Z,2026-09-02T19:34:39.959Z,2026-09-02T19:34:40.198Z,6060,2,"{""value"":2,""timestamp"":""2026-09-02T19:34:20Z""}",,,,,,,,4861
powertrainTransmissionActualGear,CAN_TRANSMISSION_ACTUAL_GEAR,LATEST_SLOW,2026-09-02T19:34:20.000Z,2026-09-02T19:35:16.067Z,2026-09-02T19:35:15.836Z,2026-09-02T19:35:16.067Z,6116,2,"{""value"":2,""timestamp"":""2026-09-02T19:34:20Z""}",,,,,,,,4897
powertrainTransmissionActualGear,CAN_TRANSMISSION_ACTUAL_GEAR,LATEST_SLOW,2026-09-02T19:35:47.000Z,2026-09-02T19:35:52.659Z,2026-09-02T19:35:52.362Z,2026-09-02T19:35:52.659Z,6177,2,"{""value"":2,""timestamp"":""2026-09-02T19:35:47Z""}",,,,,,,,4938
